tic,SP_ENTITY_NAME,SP_ENTITY_ID,SP_BUSINESS_DESCRIPTION,SP_LONG_BUSINESS_DESCRIPTION,SP_TOPICTAG,SP_TICKER,SP_EXCHANGE_TICKER,SP_COMPANY_NAME,_merge,YH_BUS_DESC,SA_BUS_DESC
LW,"Lamb Weston Holdings, Inc. (NYSE:LW)",4916646.0,"Lamb Weston Holdings, Inc. engages in the production, distribution, and marketing of frozen potato p","Lamb Weston Holdings, Inc. is a leading global producer, distributor, and marketer of value-added fr",Animal Feed; Farming; Horticulture; Livestock,LW,NYSE:LW,"Lamb Weston Holdings, Inc.",both,"Lamb Weston Holdings, Inc. engages in the production, distribution, and marketing of frozen potato p","Lamb Weston Holdings, Inc. engages in the production, distribution, and marketing of frozen potato p"
EAT,"Brinker International, Inc. (NYSE:EAT)",4915571.0,"Brinker International, Inc., together with its subsidiaries, engages in the ownership, development, ","Brinker International, Inc. and its subsidiaries (Brinker) own, develop, operate, and franchise the ",Brand Marketing; Ghost Kitchens,EAT,NYSE:EAT,"Brinker International, Inc.",both,"Brinker International, Inc., together with its subsidiaries, engages in the ownership, development, ","Brinker International, Inc., together with its subsidiaries, engages in the ownership, development, "
LHX,"L3Harris Technologies, Inc. (NYSE:LHX)",4104164.0,"L3Harris Technologies, Inc. provides mission-critical solutions for government and commercial custom","L3Harris Technologies, Inc. and its subsidiaries (L3Harris) operate as the disruptor in the defense ",Computer Vision; Fleet Management; Industrial Automation; Navigation; Physical Security; Sensors; Process Automation,LHX,NYSE:LHX,"L3Harris Technologies, Inc.",both,"L3Harris Technologies, Inc. provides mission-critical solutions for government and commercial custom","L3Harris Technologies, Inc. provides mission-critical solutions for government and commercial custom"
ZAYO,"Zayo Group Holdings, Inc. (NYSE:ZAYO)",4547331.0,"Zayo Group Holdings, Inc. provides bandwidth infrastructure solutions for the communications industr","Zayo Group Holdings, Inc. operates as a provider of communications and bandwidth infrastructure in t",Network Backbone; IaaS (Infrastructure as a Service); Cloud Infrastructure; Network Security; Storage Management; SSL VPNs; DaaS,ZAYO,NYSE:ZAYO,"Zayo Group Holdings, Inc.",both,nan,nan
EIGI,"Newfold Digital Holdings Group, Inc. (NASDAQGM:EIGI)",4639657.0,"Newfold Digital Holdings Group, Inc. provides cloud-based platform solutions for small-and medium-si","Newfold Digital Holdings Group, Inc. operates as a web presence solutions provider serving millions ",Social Media Marketing; Brand Marketing,EIGI,NASDAQGM:EIGI,"Newfold Digital Holdings Group, Inc.",both,nan,nan
ODP,The ODP Corporation (NASDAQGS:ODP),4069981.0,"The ODP Corporation provides business services and supplies, products, and digital workplace technol","The ODP Corporation (ODP) is a provider of products, services and technology solutions through an in",Software Development; Machine Learning; Customer Relationship Management; Brand Marketing; Courier Service; Process Automation; Artificial Intelligence,ODP,NASDAQGS:ODP,The ODP Corporation,both,"The ODP Corporation provides business services and supplies, products, and digital workplace technol","The ODP Corporation provides business services and supplies, products, and digital workplace technol"
MCD,McDonald's Corporation (NYSE:MCD),4095638.0,McDonald's Corporation operates and franchises restaurants under the McDonald’s brand in the United ,McDonald's Corporation operates and franchises McDonald's restaurants in the global restaurant indus,,MCD,NYSE:MCD,McDonald's Corporation,both,McDonald's Corporation operates and franchises restaurants under the McDonald's brand in the United ,McDonald's Corporation operates and franchises restaurants under the McDonald’s brand in the United 
HMN,Horace Mann Educators Corporation (NYSE:HMN),103363.0,"Horace Mann Educators Corporation, together with its subsidiaries, operates as an insurance holding ","Horace Mann Educators Corporation (Horace Mann) operates as an insurance holding company.

Divisions",Employee Benefits,HMN,NYSE:HMN,Horace Mann Educators Corporation,both,"Horace Mann Educators Corporation, together with its subsidiaries, operates as an insurance holding ","Horace Mann Educators Corporation, together with its subsidiaries, operates as an insurance holding "
PDCO,"Patterson Companies, Inc. (NASDAQGS:PDCO)",4425850.0,"Patterson Companies, Inc. engages in the distribution of dental and animal health products in the Un","Patterson Companies, Inc. (Patterson) operates as a value-added specialty distributor serving the U.",Animal Feed; Livestock; Vaccines; Pet Care; Pet Food and Supplies,PDCO,NASDAQGS:PDCO,"Patterson Companies, Inc.",both,"Patterson Companies, Inc. engages in the distribution of dental and animal health products in the Un","Patterson Companies, Inc. engages in the distribution of dental and animal health products in the Un"
RRTS,"Roadrunner Transportation Systems, Inc. (OTCPK:RRTS)",4792083.0,"Roadrunner Transportation Systems, Inc. provides asset-right transportation and asset-light logistic","Roadrunner Transportation System, Inc. operates primarily in the transportation and logistics sector",EDI (Electronic Data Interchange); Fleet Management; Freight Service; Last Mile Transportation; Marine Transportation; Courier Service,RRTS,OTCPK:RRTS,"Roadrunner Transportation Systems, Inc.",both,"Roadrunner Transportation Systems, Inc. provides asset-right transportation and asset-light logistic","Roadrunner Transportation Systems, Inc. provides asset-right transportation and asset-light logistic"
FBM,"Foundation Building Materials, Inc. (NYSE:FBM)",6675943.0,"Foundation Building Materials, Inc. distributes building products in the United States and Canada. I","Foundation Building Materials, Inc. operates as a specialty distributor of wallboard, suspended ceil",,FBM,NYSE:FBM,"Foundation Building Materials, Inc.",both,nan,nan
HPE,Hewlett Packard Enterprise Company (NYSE:HPE),4641383.0,"Hewlett Packard Enterprise Company provides solutions that allow customers to capture, analyze, and ",Hewlett Packard Enterprise Company (HPE) focuses on developing intelligent solutions that allow cust,Data Integration; Machine Learning; Data Protection; Cloud Infrastructure; Cloud Storage; Storage Management; Artificial Intelligence; Utility Scale Solar,HPE,NYSE:HPE,Hewlett Packard Enterprise Company,both,"Hewlett Packard Enterprise Company provides solutions that allow customers to capture, analyze, and ","Hewlett Packard Enterprise Company provides solutions that allow customers to capture, analyze, and "
BAX,Baxter International Inc. (NYSE:BAX),4081442.0,"Baxter International Inc., through its subsidiaries, develops and provides a portfolio of healthcare","Baxter International Inc., through its subsidiaries, provides a broad portfolio of essential healthc",Health Diagnostics; MHealth; Assistive Technology; Nephrology; Oncology; Respiratory; Surgery,BAX,NYSE:BAX,Baxter International Inc.,both,"Baxter International Inc., through its subsidiaries, develops and provides a portfolio of healthcare","Baxter International Inc., through its subsidiaries, develops and provides a portfolio of healthcare"
MRO,Marathon Oil Corporation (NYSE:MRO),4011154.0,"Marathon Oil Corporation, an independent exploration and production company, engages in exploration,","Marathon Oil Corporation is an independent exploration and production company.

The company focuses ",,MRO,NYSE:MRO,Marathon Oil Corporation,both,nan,nan
TMO,Thermo Fisher Scientific Inc. (NYSE:TMO),4072879.0,"Thermo Fisher Scientific Inc. provides life sciences solutions, analytical instruments, specialty di","Thermo Fisher Scientific Inc. (Thermo Fisher) provides life sciences solutions, analytical instrumen",Health Diagnostics; Genetics; Immunology; Infectious Diseases; Oncology; Vaccines; Allergy,TMO,NYSE:TMO,Thermo Fisher Scientific Inc.,both,"Thermo Fisher Scientific Inc. provides life sciences solutions, analytical instruments, specialty di","Thermo Fisher Scientific Inc. provides life sciences solutions, analytical instruments, specialty di"
CKH,SEACOR Holdings Inc. (NYSE:CKH),4295692.0,"SEACOR Holdings Inc. engages in transportation and logistics, risk management consulting, and other ","SEACOR Holdings Inc., through its subsidiaries, engages in domestic and international transportation",Freight Service; Marine Transportation,CKH,NYSE:CKH,SEACOR Holdings Inc.,both,nan,nan
BREW,"Craft Brew Alliance, Inc. (NASDAQGM:BREW)",4912922.0,"Craft Brew Alliance, Inc. brews and sells craft beers, ciders, and seltzers in the United States and","Craft Brew Alliance, Inc. engages in brewing, branding, and selling to market American craft beers a",,BREW,NASDAQGM:BREW,"Craft Brew Alliance, Inc.",both,nan,nan
GCAP,"GAIN Capital Holdings, Inc. (NYSE:GCAP)",4229224.0,"GAIN Capital Holdings, Inc., together with its subsidiary, provides trading services and solutions t","GAIN Capital Holdings, Inc. provides trading services and solutions, engaging in over-the-counter (O",Fintech; Prediction Markets; Cryptocurrency; Digital Brokerage,GCAP,NYSE:GCAP,"GAIN Capital Holdings, Inc.",both,nan,nan
EMMS,Emmis Corporation (OTCEM:EMMS),4078259.0,"Emmis Corporation, a diversified media company, engages in radio broadcasting activities in the Unit","Emmis Corporation, a diversified media company, principally focused on radio broadcasting.

The comp",Digital Media,EMMS,OTCEM:EMMS,Emmis Corporation,both,"Emmis Corporation, a diversified media company, engages in radio broadcasting activities in the Unit","Emmis Corporation, a diversified media company, engages in radio broadcasting activities in the Unit"
TSS,"Total System Services, Inc. (NYSE:TSS)",4026092.0,"TSYS® is a leading global payments provider, offering seamless, secure and innovative solutions acro","Total System Services, Inc. operates as a payment solutions provider worldwide.

The company provide",,TSS,NYSE:TSS,"Total System Services, Inc.",both,nan,nan
AACH,"AAC Holdings, Inc. (OTCPK:AACH)",4544120.0,"AAC Holdings, Inc. provides inpatient and outpatient substance use treatment services for individual","AAC Holdings, Inc. provides inpatient and outpatient substance use treatment services for individual",Social Media Marketing; Assisted Living,AACH,OTCPK:AACH,"AAC Holdings, Inc.",both,nan,nan
BPL,"Buckeye Partners, L.P. (NYSE:BPL)",4157383.0,"Buckeye Partners, L.P. owns and operates liquid petroleum product pipelines in the United States and","Buckeye Partners, L.P. owns and operates a network of integrated assets providing midstream logistic",Energy Storage; Marine Transportation; Utility Scale Solar; Onshore and Offshore Wind,BPL,NYSE:BPL,"Buckeye Partners, L.P.",both,nan,nan
CRC,California Resources Corporation (NYSE:CRC),4587597.0,California Resources Corporation operates as an independent oil and natural gas exploration and prod,California Resources Corporation operates as an independent oil and natural gas exploration and prod,Environmental Consulting; ClimateTech,CRC,NYSE:CRC,California Resources Corporation,both,California Resources Corporation operates as an independent oil and natural gas exploration and prod,California Resources Corporation operates as an independent oil and natural gas exploration and prod
BAH,Booz Allen Hamilton Holding Corporation (NYSE:BAH),4963866.0,"Booz Allen Hamilton Holding Corporation provides management and technology consulting, analytics, en","Booz Allen Hamilton Holding Corporation (Booz Allen) provides management and technology consulting, ",Software Development; Data Integration; Machine Learning; Data Protection; Cloud Security; Process Automation; Artificial Intelligence,BAH,NYSE:BAH,Booz Allen Hamilton Holding Corporation,both,"Booz Allen Hamilton Holding Corporation provides management and technology consulting, analytics, en","Booz Allen Hamilton Holding Corporation provides management and technology consulting, analytics, en"
